9,12,13,14,15,16,17,code,context,question,fix,answers.all.A,answers.all.B,answers.text,answers.start_index,fact or implied,NP-RC,NP-RC edit,NP-NRC,Correct
Final,5c4602713d08e80001369876,LC-A-PM,a cab driver spotted the traveller booked the flight.,Who was spotted?,B,the traveller,LC-A-PM,a cab driver spotted the traveller booked the flight.,Who was spotted?,,"the traveller booked the flight
the traveller","the traveller booked the flight
the traveller
traveller booked the flight
traveller",the traveller,21,F,the traveller booked the flight,the traveller,a cab driver,1
Final,5c573e54e9813700018acc31,LC-A-PM,a cab driver spotted the traveller booked the flight.,Who was spotted?,B,traveller,LC-A-PM,a cab driver spotted the traveller booked the flight.,Who was spotted?,,"the traveller booked the flight
the traveller","the traveller booked the flight
the traveller
traveller booked the flight
traveller",the traveller,21,F,the traveller booked the flight,the traveller,a cab driver,1
Final,60fc39cce64c39328a7c8904,LC-A-PM,a cab driver spotted the traveller booked the flight.,Who was spotted?,B,the traveller,LC-A-PM,a cab driver spotted the traveller booked the flight.,Who was spotted?,,"the traveller booked the flight
the traveller","the traveller booked the flight
the traveller
traveller booked the flight
traveller",the traveller,21,F,the traveller booked the flight,the traveller,a cab driver,1
Final,5f0b339a2906a406fed096f0,LC-A-PM,a cab driver spotted the traveller booked the flight.,Who was spotted?,B,the traveller booked ,LC-A-PM,a cab driver spotted the traveller booked the flight.,Who was spotted?,,"the traveller booked the flight
the traveller","the traveller booked the flight
the traveller
traveller booked the flight
traveller",the traveller,21,F,the traveller booked the flight,the traveller,a cab driver,0
Final,5ca0aae22fd4860001a4d560,GP-U-PM,the boyfriend who was left a voicemail distrusted the girlfriend.,Who was distrusted?,B,girlfriend,GP-U-PM,the boyfriend who was left a voicemail distrusted the girlfriend.,Who was distrusted?,,the girlfriend,"the girlfriend
girlfriend",the girlfriend,50,F,the boyfriend who was left a voicemail,the boyfriend,the girlfriend,1
Final,611e2ee59d5a5784c88a6f8c,GP-U-PM,the boyfriend who was left a voicemail distrusted the girlfriend.,Who was distrusted?,B,the girlfriend,GP-U-PM,the boyfriend who was left a voicemail distrusted the girlfriend.,Who was distrusted?,,the girlfriend,"the girlfriend
girlfriend",the girlfriend,50,F,the boyfriend who was left a voicemail,the boyfriend,the girlfriend,1
Final,5c4602713d08e80001369876,GP-U-PM,the boyfriend who was left a voicemail distrusted the girlfriend.,Who was distrusted?,B,the boyfriend,GP-U-PM,the boyfriend who was left a voicemail distrusted the girlfriend.,Who was distrusted?,,the girlfriend,"the girlfriend
girlfriend",the girlfriend,50,F,the boyfriend who was left a voicemail,the boyfriend,the girlfriend,0
Final,5c573e54e9813700018acc31,GP-U-PM,the boyfriend who was left a voicemail distrusted the girlfriend.,Who was distrusted?,B,the girlfriend,GP-U-PM,the boyfriend who was left a voicemail distrusted the girlfriend.,Who was distrusted?,,the girlfriend,"the girlfriend
girlfriend",the girlfriend,50,F,the boyfriend who was left a voicemail,the boyfriend,the girlfriend,1
Final,60fc39cce64c39328a7c8904,GP-U-PM,the boyfriend who was left a voicemail distrusted the girlfriend.,Who was distrusted?,B,the girlfriend,GP-U-PM,the boyfriend who was left a voicemail distrusted the girlfriend.,Who was distrusted?,,the girlfriend,"the girlfriend
girlfriend",the girlfriend,50,F,the boyfriend who was left a voicemail,the boyfriend,the girlfriend,1
Final,5f0b339a2906a406fed096f0,GP-U-PM,the boyfriend who was left a voicemail distrusted the girlfriend.,Who was distrusted?,B,girlfirend ,GP-U-PM,the boyfriend who was left a voicemail distrusted the girlfriend.,Who was distrusted?,,the girlfriend,"the girlfriend
girlfriend",the girlfriend,50,F,the boyfriend who was left a voicemail,the boyfriend,the girlfriend,0
Final,5ca0aae22fd4860001a4d560,GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,B,a priest,GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,,the cardinal,"the cardinal
cardinal",the cardinal,47,F,the priest who was mailed a request,the priest,the cardinal,0
Final,611e2ee59d5a5784c88a6f8c,GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,B,the cardinal,GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,,the cardinal,"the cardinal
cardinal",the cardinal,47,F,the priest who was mailed a request,the priest,the cardinal,1
Final,5c4602713d08e80001369876,GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,B,the cardinal,GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,,the cardinal,"the cardinal
cardinal",the cardinal,47,F,the priest who was mailed a request,the priest,the cardinal,1
Final,5c573e54e9813700018acc31,GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,B,cardinal,GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,,the cardinal,"the cardinal
cardinal",the cardinal,47,F,the priest who was mailed a request,the priest,the cardinal,1
Final,60fc39cce64c39328a7c8904,GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,B,the cardinal,GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,,the cardinal,"the cardinal
cardinal",the cardinal,47,F,the priest who was mailed a request,the priest,the cardinal,1
Final,5f0b339a2906a406fed096f0,GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,B,the cardinal,GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,,the cardinal,"the cardinal
cardinal",the cardinal,47,F,the priest who was mailed a request,the priest,the cardinal,1
Final,5ca0aae22fd4860001a4d560,GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,B,the bus driver,GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,,"the student called a bad name
the student","the student called a bad name
the student
student called a bad name
student",the student,0,F,the student called a bad name,the student,the bus driver,0
Final,611e2ee59d5a5784c88a6f8c,GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,B,the student,GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,,"the student called a bad name
the student","the student called a bad name
the student
student called a bad name
student",the student,0,F,the student called a bad name,the student,the bus driver,1
Final,5c4602713d08e80001369876,GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,B,the student,GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,,"the student called a bad name
the student","the student called a bad name
the student
student called a bad name
student",the student,0,F,the student called a bad name,the student,the bus driver,1
Final,5c573e54e9813700018acc31,GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,B,driver,GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,,"the student called a bad name
the student","the student called a bad name
the student
student called a bad name
student",the student,0,F,the student called a bad name,the student,the bus driver,0
Final,60fc39cce64c39328a7c8904,GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,B,the student,GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,,"the student called a bad name
the student","the student called a bad name
the student
student called a bad name
student",the student,0,F,the student called a bad name,the student,the bus driver,1
Final,5f0b339a2906a406fed096f0,GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,B,the boy,GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,,"the student called a bad name
the student","the student called a bad name
the student
student called a bad name
student",the student,0,F,the student called a bad name,the student,the bus driver,0
Final,5ca0aae22fd4860001a4d560,LC-U-PM,a professor talked to the student who was found a scholarship.,Who was talked to?,B,student,LC-U-PM,a professor talked to the student who was found a scholarship.,Who was talked to?,,"the student who was found a scholarship
the student","the student who was found a scholarship
the student
student who was found a scholarship
student",the student,22,F,the student who was found a scholarship,the student,a professor,1
Final,611e2ee59d5a5784c88a6f8c,LC-U-PM,a professor talked to the student who was found a scholarship.,Who was talked to?,B,the student,LC-U-PM,a professor talked to the student who was found a scholarship.,Who was talked to?,,"the student who was found a scholarship
the student","the student who was found a scholarship
the student
student who was found a scholarship
student",the student,22,F,the student who was found a scholarship,the student,a professor,1
Final,5c4602713d08e80001369876,LC-U-PM,a professor talked to the student who was found a scholarship.,Who was talked to?,B,the student ,LC-U-PM,a professor talked to the student who was found a scholarship.,Who was talked to?,,"the student who was found a scholarship
the student","the student who was found a scholarship
the student
student who was found a scholarship
student",the student,22,F,the student who was found a scholarship,the student,a professor,1
Final,5c573e54e9813700018acc31,LC-U-PM,a professor talked to the student who was found a scholarship.,Who was talked to?,B,student,LC-U-PM,a professor talked to the student who was found a scholarship.,Who was talked to?,,"the student who was found a scholarship
the student","the student who was found a scholarship
the student
student who was found a scholarship
student",the student,22,F,the student who was found a scholarship,the student,a professor,1
Final,60fc39cce64c39328a7c8904,LC-U-PM,a professor talked to the student who was found a scholarship.,Who was talked to?,B,the student,LC-U-PM,a professor talked to the student who was found a scholarship.,Who was talked to?,,"the student who was found a scholarship
the student","the student who was found a scholarship
the student
student who was found a scholarship
student",the student,22,F,the student who was found a scholarship,the student,a professor,1
Final,5f0b339a2906a406fed096f0,LC-U-PM,a professor talked to the student who was found a scholarship.,Who was talked to?,B,the student ,LC-U-PM,a professor talked to the student who was found a scholarship.,Who was talked to?,,"the student who was found a scholarship
the student","the student who was found a scholarship
the student
student who was found a scholarship
student",the student,22,F,the student who was found a scholarship,the student,a professor,1
Final,5ca0aae22fd4860001a4d560,GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,B,tribesmen,GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,,the tribesmen,"the tribesmen
tribesmen",the tribesmen,56,F,the scientist who was shipped critical supplies,the scientist,the tribesmen,1
Final,611e2ee59d5a5784c88a6f8c,GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,B,the tribesmen,GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,,the tribesmen,"the tribesmen
tribesmen",the tribesmen,56,F,the scientist who was shipped critical supplies,the scientist,the tribesmen,1
Final,5c4602713d08e80001369876,GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,B,the tribesmem,GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,,the tribesmen,"the tribesmen
tribesmen",the tribesmen,56,F,the scientist who was shipped critical supplies,the scientist,the tribesmen,0
Final,5c573e54e9813700018acc31,GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,B,tribesman,GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,,the tribesmen,"the tribesmen
tribesmen",the tribesmen,56,F,the scientist who was shipped critical supplies,the scientist,the tribesmen,0
Final,60fc39cce64c39328a7c8904,GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,B,the tribesmen,GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,,the tribesmen,"the tribesmen
tribesmen",the tribesmen,56,F,the scientist who was shipped critical supplies,the scientist,the tribesmen,1
Final,5f0b339a2906a406fed096f0,GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,B,the tribesmen,GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,,the tribesmen,"the tribesmen
tribesmen",the tribesmen,56,F,the scientist who was shipped critical supplies,the scientist,the tribesmen,1
Final,5ca0aae22fd4860001a4d560,GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,B,the reported,GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,,"the reporter told the rumour
the reporter","the reporter told the rumour
the reporter
reporter told the rumour
reporter",the reporter,0,F,the reporter told the rumour,the reporter,the witness,0
Final,611e2ee59d5a5784c88a6f8c,GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,B,the witness,GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,,"the reporter told the rumour
the reporter","the reporter told the rumour
the reporter
reporter told the rumour
reporter",the reporter,0,F,the reporter told the rumour,the reporter,the witness,0
Final,5c4602713d08e80001369876,GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,B,the witness,GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,,"the reporter told the rumour
the reporter","the reporter told the rumour
the reporter
reporter told the rumour
reporter",the reporter,0,F,the reporter told the rumour,the reporter,the witness,0
Final,5c573e54e9813700018acc31,GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,B,reporter,GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,,"the reporter told the rumour
the reporter","the reporter told the rumour
the reporter
reporter told the rumour
reporter",the reporter,0,F,the reporter told the rumour,the reporter,the witness,1
Final,60fc39cce64c39328a7c8904,GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,B,the reporter,GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,,"the reporter told the rumour
the reporter","the reporter told the rumour
the reporter
reporter told the rumour
reporter",the reporter,0,F,the reporter told the rumour,the reporter,the witness,1
Final,5f0b339a2906a406fed096f0,GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,B,the witness,GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,,"the reporter told the rumour
the reporter","the reporter told the rumour
the reporter
reporter told the rumour
reporter",the reporter,0,F,the reporter told the rumour,the reporter,the witness,0
Final,5ca0aae22fd4860001a4d560,LC-A-PM,the teacher emailed the principal taught the policy.,Who was emailed?,B, princpial,LC-A-PM,the teacher emailed the principal taught the policy.,Who was emailed?,,"the principal taught the policy
the principal","the principal taught the policy
the principal
principal taught the policy
principal",the principal,20,F,the principal taught the policy,the principal,the teacher,0
Final,611e2ee59d5a5784c88a6f8c,LC-A-PM,the teacher emailed the principal taught the policy.,Who was emailed?,B,the principal,LC-A-PM,the teacher emailed the principal taught the policy.,Who was emailed?,,"the principal taught the policy
the principal","the principal taught the policy
the principal
principal taught the policy
principal",the principal,20,F,the principal taught the policy,the principal,the teacher,1
Final,5c4602713d08e80001369876,LC-A-PM,the teacher emailed the principal taught the policy.,Who was emailed?,B,the principal,LC-A-PM,the teacher emailed the principal taught the policy.,Who was emailed?,,"the principal taught the policy
the principal","the principal taught the policy
the principal
principal taught the policy
principal",the principal,20,F,the principal taught the policy,the principal,the teacher,1
Final,5c573e54e9813700018acc31,LC-A-PM,the teacher emailed the principal taught the policy.,Who was emailed?,B,teacher,LC-A-PM,the teacher emailed the principal taught the policy.,Who was emailed?,,"the principal taught the policy
the principal","the principal taught the policy
the principal
principal taught the policy
principal",the principal,20,F,the principal taught the policy,the principal,the teacher,0
Final,60fc39cce64c39328a7c8904,LC-A-PM,the teacher emailed the principal taught the policy.,Who was emailed?,B,the principal,LC-A-PM,the teacher emailed the principal taught the policy.,Who was emailed?,,"the principal taught the policy
the principal","the principal taught the policy
the principal
principal taught the policy
principal",the principal,20,F,the principal taught the policy,the principal,the teacher,1
Final,5f0b339a2906a406fed096f0,LC-A-PM,the teacher emailed the principal taught the policy.,Who was emailed?,B,the principal,LC-A-PM,the teacher emailed the principal taught the policy.,Who was emailed?,,"the principal taught the policy
the principal","the principal taught the policy
the principal
principal taught the policy
principal",the principal,20,F,the principal taught the policy,the principal,the teacher,1
Final,5ca0aae22fd4860001a4d560,GP-U-PM,the child who was saved a front row seat surprised the clown.,Who was surprised?,B,clown,GP-U-PM,the child who was saved a front row seat surprised the clown.,Who was surprised?,,the clown,"the clown
clown",the clown,51,F,the child who was saved a front row seat,the child,the clown,1
Final,611e2ee59d5a5784c88a6f8c,GP-U-PM,the child who was saved a front row seat surprised the clown.,Who was surprised?,B,the clown,GP-U-PM,the child who was saved a front row seat surprised the clown.,Who was surprised?,,the clown,"the clown
clown",the clown,51,F,the child who was saved a front row seat,the child,the clown,1
Final,5c4602713d08e80001369876,GP-U-PM,the child who was saved a front row seat surprised the clown.,Who was surprised?,B,the kid on the front row seat,GP-U-PM,the child who was saved a front row seat surprised the clown.,Who was surprised?,,the clown,"the clown
clown",the clown,51,F,the child who was saved a front row seat,the child,the clown,0
Final,5c573e54e9813700018acc31,GP-U-PM,the child who was saved a front row seat surprised the clown.,Who was surprised?,B,child,GP-U-PM,the child who was saved a front row seat surprised the clown.,Who was surprised?,,the clown,"the clown
clown",the clown,51,F,the child who was saved a front row seat,the child,the clown,0
Final,60fc39cce64c39328a7c8904,GP-U-PM,the child who was saved a front row seat surprised the clown.,Who was surprised?,B,the clown,GP-U-PM,the child who was saved a front row seat surprised the clown.,Who was surprised?,,the clown,"the clown
clown",the clown,51,F,the child who was saved a front row seat,the child,the clown,1
Final,5f0b339a2906a406fed096f0,GP-U-PM,the child who was saved a front row seat surprised the clown.,Who was surprised?,B, the clown,GP-U-PM,the child who was saved a front row seat surprised the clown.,Who was surprised?,,the clown,"the clown
clown",the clown,51,F,the child who was saved a front row seat,the child,the clown,1
Final,5ca0aae22fd4860001a4d560,LC-U-PM,the banker bragged to the millionaire who was sculpted a statue.,Who was bragged to?,B,millionaire,LC-U-PM,the banker bragged to the millionaire who was sculpted a statue.,Who was bragged to?,,"the millionaire who was sculpted a statue
the millionaire","the millionaire who was sculpted a statue
the millionaire
millionaire who was sculpted a statue
millionaire",the millionaire,22,F,the millionaire who was sculpted a statue,the millionaire,the banker,1
Final,611e2ee59d5a5784c88a6f8c,LC-U-PM,the banker bragged to the millionaire who was sculpted a statue.,Who was bragged to?,B,the millionaire,LC-U-PM,the banker bragged to the millionaire who was sculpted a statue.,Who was bragged to?,,"the millionaire who was sculpted a statue
the millionaire","the millionaire who was sculpted a statue
the millionaire
millionaire who was sculpted a statue
millionaire",the millionaire,22,F,the millionaire who was sculpted a statue,the millionaire,the banker,1
Final,5c4602713d08e80001369876,LC-U-PM,the banker bragged to the millionaire who was sculpted a statue.,Who was bragged to?,B,the banker,LC-U-PM,the banker bragged to the millionaire who was sculpted a statue.,Who was bragged to?,,"the millionaire who was sculpted a statue
the millionaire","the millionaire who was sculpted a statue
the millionaire
millionaire who was sculpted a statue
millionaire",the millionaire,22,F,the millionaire who was sculpted a statue,the millionaire,the banker,0
Final,5c573e54e9813700018acc31,LC-U-PM,the banker bragged to the millionaire who was sculpted a statue.,Who was bragged to?,B,millionaire,LC-U-PM,the banker bragged to the millionaire who was sculpted a statue.,Who was bragged to?,,"the millionaire who was sculpted a statue
the millionaire","the millionaire who was sculpted a statue
the millionaire
millionaire who was sculpted a statue
millionaire",the millionaire,22,F,the millionaire who was sculpted a statue,the millionaire,the banker,1
Final,60fc39cce64c39328a7c8904,LC-U-PM,the banker bragged to the millionaire who was sculpted a statue.,Who was bragged to?,B,the millionaire,LC-U-PM,the banker bragged to the millionaire who was sculpted a statue.,Who was bragged to?,,"the millionaire who was sculpted a statue
the millionaire","the millionaire who was sculpted a statue
the millionaire
millionaire who was sculpted a statue
millionaire",the millionaire,22,F,the millionaire who was sculpted a statue,the millionaire,the banker,1
Final,5f0b339a2906a406fed096f0,LC-U-PM,the banker bragged to the millionaire who was sculpted a statue.,Who was bragged to?,B, the millionaire ,LC-U-PM,the banker bragged to the millionaire who was sculpted a statue.,Who was bragged to?,,"the millionaire who was sculpted a statue
the millionaire","the millionaire who was sculpted a statue
the millionaire
millionaire who was sculpted a statue
millionaire",the millionaire,22,F,the millionaire who was sculpted a statue,the millionaire,the banker,1
Final,5ca0aae22fd4860001a4d560,LC-A-AM,the audience greeted the chef presented the new knife.,Who greeted the chef?,B,audience,LC-A-AM,the audience greeted the chef presented the new knife.,Who greeted the chef?,,the audience,"the audience
audience",the audience,0,F,the chef presented the new knife,the chef,the audience,1
Final,611e2ee59d5a5784c88a6f8c,LC-A-AM,the audience greeted the chef presented the new knife.,Who greeted the chef?,B,the audience,LC-A-AM,the audience greeted the chef presented the new knife.,Who greeted the chef?,,the audience,"the audience
audience",the audience,0,F,the chef presented the new knife,the chef,the audience,1
Final,5c4602713d08e80001369876,LC-A-AM,the audience greeted the chef presented the new knife.,Who greeted the chef?,B,the audience,LC-A-AM,the audience greeted the chef presented the new knife.,Who greeted the chef?,,the audience,"the audience
audience",the audience,0,F,the chef presented the new knife,the chef,the audience,1
Final,5c573e54e9813700018acc31,LC-A-AM,the audience greeted the chef presented the new knife.,Who greeted the chef?,B,audience,LC-A-AM,the audience greeted the chef presented the new knife.,Who greeted the chef?,,the audience,"the audience
audience",the audience,0,F,the chef presented the new knife,the chef,the audience,1
Final,60fc39cce64c39328a7c8904,LC-A-AM,the audience greeted the chef presented the new knife.,Who greeted the chef?,B,the audicence%0a,LC-A-AM,the audience greeted the chef presented the new knife.,Who greeted the chef?,,the audience,"the audience
audience",the audience,0,F,the chef presented the new knife,the chef,the audience,0
Final,5f0b339a2906a406fed096f0,LC-A-AM,the audience greeted the chef presented the new knife.,Who greeted the chef?,B,the audience,LC-A-AM,the audience greeted the chef presented the new knife.,Who greeted the chef?,,the audience,"the audience
audience",the audience,0,F,the chef presented the new knife,the chef,the audience,1
Final,5caa534a19731a00190bb935,GP-U-A2,the woman who was painted the portrait waved at the mayor.,What did the woman get?,Y,a portrait,GP-U-A2,the woman who was painted the portrait waved at the mayor.,What did the woman get?,,"painted the portrait
the portrait","painted the portrait
the portrait
painted the portrait
portrait",painted the portrait,29,F,the woman painted the portrait,the woman,the mayor,0
Final,599a9252bbe848000179676e,GP-U-A2,the woman who was painted the portrait waved at the mayor.,What did the woman get?,Y,painted the portrait,GP-U-A2,the woman who was painted the portrait waved at the mayor.,What did the woman get?,,"painted the portrait
the portrait","painted the portrait
the portrait
painted the portrait
portrait",painted the portrait,29,F,the woman painted the portrait,the woman,the mayor,1
Final,5abb9bcff69e940001d9171e,GP-U-A2,the woman who was painted the portrait waved at the mayor.,What did the woman get?,Y,the portrait,GP-U-A2,the woman who was painted the portrait waved at the mayor.,What did the woman get?,,"painted the portrait
the portrait","painted the portrait
the portrait
painted the portrait
portrait",painted the portrait,29,F,the woman painted the portrait,the woman,the mayor,1
Final,5b6f2884c727a90001529ef0,GP-U-A2,the woman who was painted the portrait waved at the mayor.,What did the woman get?,Y,a portrait,GP-U-A2,the woman who was painted the portrait waved at the mayor.,What did the woman get?,,"painted the portrait
the portrait","painted the portrait
the portrait
painted the portrait
portrait",painted the portrait,29,F,the woman painted the portrait,the woman,the mayor,0
Final,5e57a0020c3c6a14a1624031,GP-U-A2,the woman who was painted the portrait waved at the mayor.,What did the woman get?,Y,a portrait.,GP-U-A2,the woman who was painted the portrait waved at the mayor.,What did the woman get?,,"painted the portrait
the portrait","painted the portrait
the portrait
painted the portrait
portrait",painted the portrait,29,F,the woman painted the portrait,the woman,the mayor,0
Final,5caa534a19731a00190bb935,LC-U-A2,the nanny hugged the child who was read a story.,What did the child get?,Y,read a story,LC-U-A2,the nanny hugged the child who was read a story.,What did the child get?,"x
get -> do","read a story
read a story","read a story
read a story
a story
story",read a story,35,F,the child who was read a story,the child,the nanny,1
Final,599a9252bbe848000179676e,LC-U-A2,the nanny hugged the child who was read a story.,What did the child get?,Y,hugged and read a story,LC-U-A2,the nanny hugged the child who was read a story.,What did the child get?,"x
get -> do","read a story
read a story","read a story
read a story
a story
story",read a story,35,F,the child who was read a story,the child,the nanny,0
Final,5abb9bcff69e940001d9171e,LC-U-A2,the nanny hugged the child who was read a story.,What did the child get?,Y,hugged,LC-U-A2,the nanny hugged the child who was read a story.,What did the child get?,"x
get -> do","read a story
read a story","read a story
read a story
a story
story",read a story,35,F,the child who was read a story,the child,the nanny,0
Final,5b6f2884c727a90001529ef0,LC-U-A2,the nanny hugged the child who was read a story.,What did the child get?,Y,a hug and a story,LC-U-A2,the nanny hugged the child who was read a story.,What did the child get?,"x
get -> do","read a story
read a story","read a story
read a story
a story
story",read a story,35,F,the child who was read a story,the child,the nanny,0
Final,5e57a0020c3c6a14a1624031,LC-U-A2,the nanny hugged the child who was read a story.,What did the child get?,Y,a hug and a story.,LC-U-A2,the nanny hugged the child who was read a story.,What did the child get?,"x
get -> do","read a story
read a story","read a story
read a story
a story
story",read a story,35,F,the child who was read a story,the child,the nanny,0
Final,5caa534a19731a00190bb935,LC-U-A1,the driver worried about the dispatcher who was handed a pink slip.,What did the driver do?,Y,worried about the dispatcher,LC-U-A1,the driver worried about the dispatcher who was handed a pink slip.,What did the driver do?,,"worried about the dispatcher
worried about the dispatcher who was handed a pink slip","worried about the dispatcher
worried about the dispatcher who was handed a pink slip
worried",worried about the dispatcher,11,F,the dispatcher who was handed a pink slip,the dispatcher,the driver,1
Final,599a9252bbe848000179676e,LC-U-A1,the driver worried about the dispatcher who was handed a pink slip.,What did the driver do?,Y,worried about the driver who got given a pink slip,LC-U-A1,the driver worried about the dispatcher who was handed a pink slip.,What did the driver do?,,"worried about the dispatcher
worried about the dispatcher who was handed a pink slip","worried about the dispatcher
worried about the dispatcher who was handed a pink slip
worried",worried about the dispatcher,11,F,the dispatcher who was handed a pink slip,the dispatcher,the driver,0
Final,5abb9bcff69e940001d9171e,LC-U-A1,the driver worried about the dispatcher who was handed a pink slip.,What did the driver do?,Y,worried about the dispatcher,LC-U-A1,the driver worried about the dispatcher who was handed a pink slip.,What did the driver do?,,"worried about the dispatcher
worried about the dispatcher who was handed a pink slip","worried about the dispatcher
worried about the dispatcher who was handed a pink slip
worried",worried about the dispatcher,11,F,the dispatcher who was handed a pink slip,the dispatcher,the driver,1
Final,5b6f2884c727a90001529ef0,LC-U-A1,the driver worried about the dispatcher who was handed a pink slip.,What did the driver do?,Y,worries about a dispatcher,LC-U-A1,the driver worried about the dispatcher who was handed a pink slip.,What did the driver do?,,"worried about the dispatcher
worried about the dispatcher who was handed a pink slip","worried about the dispatcher
worried about the dispatcher who was handed a pink slip
worried",worried about the dispatcher,11,F,the dispatcher who was handed a pink slip,the dispatcher,the driver,0
Final,5e57a0020c3c6a14a1624031,LC-U-A1,the driver worried about the dispatcher who was handed a pink slip.,What did the driver do?,Y,worry about the dispatcher.,LC-U-A1,the driver worried about the dispatcher who was handed a pink slip.,What did the driver do?,,"worried about the dispatcher
worried about the dispatcher who was handed a pink slip","worried about the dispatcher
worried about the dispatcher who was handed a pink slip
worried",worried about the dispatcher,11,F,the dispatcher who was handed a pink slip,the dispatcher,the driver,0
Final,5caa534a19731a00190bb935,GP-A-A2,the old man awarded the prize embraced a friend.,What did the old get?,Y,a prize,GP-A-A2,the old man awarded the prize embraced a friend.,What did the old get?,,"awarded the prize
the prize","awarded the prize
the prize
awarded the prize
prize",awarded the prize,30,F,the old man awarded the prize,the old man,a friend,0
Final,599a9252bbe848000179676e,GP-A-A2,the old man awarded the prize embraced a friend.,What did the old get?,Y,the prize,GP-A-A2,the old man awarded the prize embraced a friend.,What did the old get?,,"awarded the prize
the prize","awarded the prize
the prize
awarded the prize
prize",awarded the prize,30,F,the old man awarded the prize,the old man,a friend,1
Final,5abb9bcff69e940001d9171e,GP-A-A2,the old man awarded the prize embraced a friend.,What did the old get?,Y,the prize,GP-A-A2,the old man awarded the prize embraced a friend.,What did the old get?,,"awarded the prize
the prize","awarded the prize
the prize
awarded the prize
prize",awarded the prize,30,F,the old man awarded the prize,the old man,a friend,1
Final,5b6f2884c727a90001529ef0,GP-A-A2,the old man awarded the prize embraced a friend.,What did the old get?,Y,an embrace from a friend,GP-A-A2,the old man awarded the prize embraced a friend.,What did the old get?,,"awarded the prize
the prize","awarded the prize
the prize
awarded the prize
prize",awarded the prize,30,F,the old man awarded the prize,the old man,a friend,0
Final,5e57a0020c3c6a14a1624031,GP-A-A2,the old man awarded the prize embraced a friend.,What did the old get?,Y,an embrace.,GP-A-A2,the old man awarded the prize embraced a friend.,What did the old get?,,"awarded the prize
the prize","awarded the prize
the prize
awarded the prize
prize",awarded the prize,30,F,the old man awarded the prize,the old man,a friend,0
