code,context,question,fix,answers.all.A,answers.all.B,answers.text,answers.start_index,fact or implied,NP-RC,NP-RC edit,NP-NRC
GP-A-PE,the traveller booked the flight spotted a cab driver.,Who was booked the flight?,,"the traveller booked the flight
the traveller","the traveller booked the flight
the traveller
traveller booked the flight
traveller",the traveller,0,F,the traveller booked the flight,the traveller,a cab driver
GP-A-A1,the traveller booked the flight spotted a cab driver.,What did the traveller do?,,spotted a cab driver,"spotted a cab driver
spotted",spotted a cab driver,32,F,the traveller booked the flight,the traveller,a cab driver
LC-A-AM,a cab driver spotted the traveller booked the flight.,Who spotted the traveller?,,a cab driver,"a cab driver
cab driver",a cab driver,0,F,the traveller booked the flight,the traveller,a cab driver
LC-A-PM,a cab driver spotted the traveller booked the flight.,Who was spotted?,,"the traveller booked the flight
the traveller","the traveller booked the flight
the traveller
traveller booked the flight
traveller",the traveller,21,F,the traveller booked the flight,the traveller,a cab driver
LC-A-PE,a cab driver spotted the traveller booked the flight.,Who was booked the flight?,,the traveller,"the traveller
traveller",the traveller,21,F,the traveller booked the flight,the traveller,a cab driver
LC-A-A2,the villain watched the spy served a dry martini.,What did the spy get?,,"served a dry martini
a dry martini","served a dry martini
a dry martini
served a dry martini
dry martini",served a dry martini,28,F,the spy served a dry martini,the spy,the villain
LC-A-A1,a cab driver spotted the traveller booked the flight.,What did the cab driver do?,,"spotted the traveller
spotted the traveller booked the flight","spotted the traveller
spotted the traveller booked the flight
spotted",spotted the traveller,13,F,the traveller booked the flight,the traveller,a cab driver
GP-A-AM,the traveller booked the flight spotted a cab driver.,Who spotted a cab driver?,,"the traveller booked the flight
the traveller","the traveller booked the flight
the traveller
traveller booked the flight
traveller",the traveller,0,F,the traveller booked the flight,the traveller,a cab driver
GP-U-AM,the traveller who was booked the flight spotted a cab driver.,Who spotted a cab driver?,,"the traveller who was booked the flight
the traveller","the traveller who was booked the flight
the traveller
traveller who was booked the flight
traveller",the traveller,0,F,the traveller who was booked the flight,the traveller,a cab driver
GP-U-PM,the traveller who was booked the flight spotted a cab driver.,Who was spotted?,,a cab driver,"a cab driver
cab driver",a cab driver,48,F,the traveller who was booked the flight,the traveller,a cab driver
GP-U-PE,the traveller who was booked the flight spotted a cab driver.,Who was booked the flight?,,"the traveller who was booked the flight
the traveller","the traveller who was booked the flight
the traveller
traveller who was booked the flight
traveller",the traveller,0,F,the traveller who was booked the flight,the traveller,a cab driver
GP-U-A1,the traveller who was booked the flight spotted a cab driver.,What did the traveller do?,,spotted a cab driver,"spotted a cab driver
spotted",spotted a cab driver,40,F,the traveller who was booked the flight,the traveller,a cab driver
LC-U-AM,a cab driver spotted the traveller who was booked the flight.,Who spotted the traveller?,,a cab driver,"a cab driver
cab driver",a cab driver,0,F,the traveller who was booked the flight,the traveller,a cab driver
LC-U-PM,a cab driver spotted the traveller who was booked the flight.,Who was spotted?,,"the traveller who was booked the flight
the traveller","the traveller who was booked the flight
the traveller
traveller who was booked the flight
traveller",the traveller,21,F,the traveller who was booked the flight,the traveller,a cab driver
LC-U-PE,a cab driver spotted the traveller who was booked the flight.,Who was booked the flight?,,the traveller,"the traveller
traveller",the traveller,21,F,the traveller who was booked the flight,the traveller,a cab driver
LC-U-A2,a cab driver spotted the traveller who was booked the flight.,What did the traveller get?,,"booked the flight
the flight","booked the flight
the flight
booked the flight
flight",booked the flight,43,F,the traveller who was booked the flight,the traveller,a cab driver
LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,,"spotted the traveller
spotted the traveller who was booked the flight","spotted the traveller
spotted the traveller who was booked the flight
spotted",spotted the traveller,13,F,the traveller who was booked the flight,the traveller,a cab driver
GP-A-PM,the woman offered a free drink winked at the bartender.,Who was winked at?,,the bartender,"the bartender
bartender",the bartender,41,F,the woman offered a free drink,the woman,the bartender
GP-A-PE,the woman offered a free drink winked at the bartender.,Who was offered a free drink?,,"the woman offered a free drink
the woman","the woman offered a free drink
the woman
woman offered a free drink
woman",the woman,0,F,the woman offered a free drink,the woman,the bartender
GP-A-A1,the woman offered a free drink winked at the bartender.,What did the woman do?,,winked at the bartender,"winked at the bartender
winked",winked at the bartender,31,F,the woman offered a free drink,the woman,the bartender
GP-A-AM,the woman offered a free drink winked at the bartender.,Who winked?,,"the woman offered a free drink
the woman","the woman offered a free drink
the woman
woman offered a free drink
woman",the woman,0,F,the woman offered a free drink,the woman,the bartender
GP-A-PM,the woman painted the portrait waved at the mayor.,Who was waved to?,,the mayor,"the mayor
mayor",the mayor,40,F,the woman painted the portrait,the woman,the mayor
GP-A-PE,the woman painted the portrait waved at the mayor.,Who was painted the portrait?,,"the woman painted the portrait
the woman","the woman painted the portrait
the woman
woman painted the portrait
woman",the woman,0,F,the woman painted the portrait,the woman,the mayor
GP-A-A1,the woman painted the portrait waved at the mayor.,What did the woman do?,,waved at the mayor,"waved at the mayor
waved",waved at the mayor,31,F,the woman painted the portrait,the woman,the mayor
GP-A-AM,the woman painted the portrait waved at the mayor.,Who waved?,,"the woman painted the portrait
the woman","the woman painted the portrait
the woman
woman painted the portrait
woman",the woman,0,F,the woman painted the portrait,the woman,the mayor
GP-U-AM,the woman who was offered a free drink winked at the bartender.,Who winked?,,"the woman who was offered a free drink
the woman","the woman who was offered a free drink
the woman
woman who was offered a free drink
woman",the woman,0,F,the woman who was offered a free drink,the woman,the bartender
GP-U-PM,the woman who was offered a free drink winked at the bartender.,Who was winked at?,,the bartender,"the bartender
bartender",the bartender,49,F,the woman who was offered a free drink,the woman,the bartender
GP-U-PE,the woman who was offered a free drink winked at the bartender.,Who was offered a free drink?,,"the woman who was offered a free drink
the woman","the woman who was offered a free drink
the woman
woman who was offered a free drink
woman",the woman,0,F,the woman who was offered a free drink,the woman,the bartender
GP-U-A1,the woman who was offered a free drink winked at the bartender.,What did the woman do?,,winked at the bartender,"winked at the bartender
winked",winked at the bartender,39,F,the woman who was offered a free drink,the woman,the bartender
GP-U-AM,the woman who was painted the portrait waved at the mayor.,Who waved?,,"the woman who was painted the portrait
the woman","the woman who was painted the portrait
the woman
woman who was painted the portrait
woman",the woman,0,F,the woman who was painted the portrait,the woman,the mayor
GP-U-PM,the woman who was painted the portrait waved at the mayor.,Who was waved to?,,the mayor,"the mayor
mayor",the mayor,48,F,the woman who was painted the portrait,the woman,the mayor
GP-U-PE,the woman who was painted the portrait waved at the mayor.,Who was painted the portrait?,,"the woman who was painted the portrait
the woman","the woman who was painted the portrait
the woman
woman who was painted the portrait
woman",the woman,0,F,the woman who was painted the portrait,the woman,the mayor
GP-U-A1,the woman who was painted the portrait waved at the mayor.,What did the woman do?,,waved at the mayor,"waved at the mayor
waved",waved at the mayor,39,F,the woman who was painted the portrait,the woman,the mayor
LC-A-AM,the banker bragged to the millionaire sculpted a statue.,Who bragged?,,the banker,"the banker
banker",the banker,0,F,the millionaire sculpted a statue,the millionaire,the banker
LC-A-PM,the banker bragged to the millionaire sculpted a statue.,Who was bragged to?,,"the millionaire sculpted a statue
the millionaire","the millionaire sculpted a statue
the millionaire
millionaire sculpted a statue
millionaire",the millionaire,22,F,the millionaire sculpted a statue,the millionaire,the banker
LC-A-PE,the banker bragged to the millionaire sculpted a statue.,Who was sculpted a statue?,,the millionaire,"the millionaire
millionaire",the millionaire,22,F,the millionaire sculpted a statue,the millionaire,the banker
LC-A-A2,a professor talked to the student found a scholarship.,What did the student get?,,"found a scholarship
a scholarship","found a scholarship
a scholarship
found a scholarship
scholarship",found a scholarship,34,F,the student found a scholarship,the student,a professor
LC-A-A1,the banker bragged to the millionaire sculpted a statue.,What did the banker do?,,"bragged to the millionaire
bragged to the millionaire sculpted a statue","bragged to the millionaire
bragged to the millionaire sculpted a statue
bragged",bragged to the millionaire,11,F,the millionaire sculpted a statue,the millionaire,the banker
LC-U-AM,the banker bragged to the millionaire who was sculpted a statue.,Who bragged?,,the banker,"the banker
banker",the banker,0,F,the millionaire who was sculpted a statue,the millionaire,the banker
LC-U-PM,the banker bragged to the millionaire who was sculpted a statue.,Who was bragged to?,,"the millionaire who was sculpted a statue
the millionaire","the millionaire who was sculpted a statue
the millionaire
millionaire who was sculpted a statue
millionaire",the millionaire,22,F,the millionaire who was sculpted a statue,the millionaire,the banker
LC-U-PE,the banker bragged to the millionaire who was sculpted a statue.,Who was sculpted a statue?,,the millionaire,"the millionaire
millionaire",the millionaire,22,F,the millionaire who was sculpted a statue,the millionaire,the banker
LC-U-A2,the banker bragged to the millionaire who was sculpted a statue.,What did the millionaire get?,,"sculpted a statue
a statue","sculpted a statue
a statue
sculpted a statue
statue",sculpted a statue,46,F,the millionaire who was sculpted a statue,the millionaire,the banker
LC-U-A1,the banker bragged to the millionaire who was sculpted a statue.,What did the banker do?,,"bragged to the millionaire
bragged to the millionaire who was sculpted a statue","bragged to the millionaire
bragged to the millionaire who was sculpted a statue
bragged",bragged to the millionaire,11,F,the millionaire who was sculpted a statue,the millionaire,the banker
LC-A-AM,the guard whispered to the prisoner procured a weekend pass.,Who whispered?,,the guard,"the guard
guard",the guard,0,F,the prisoner procured a weekend pass,the prisoner,the guard
LC-A-PM,the guard whispered to the prisoner procured a weekend pass.,Who was whispered to?,,"the prisoner procured a weekend pass
the prisoner","the prisoner procured a weekend pass
the prisoner
prisoner procured a weekend pass
prisoner",the prisoner,23,F,the prisoner procured a weekend pass,the prisoner,the guard
LC-A-PE,the guard whispered to the prisoner procured a weekend pass.,Who was procured a weekend pass?,,the prisoner,"the prisoner
prisoner",the prisoner,23,F,the prisoner procured a weekend pass,the prisoner,the guard
LC-A-A2,the bus driver knew the student called a bad name.,What did the student get?,,"called a bad name
a bad name","called a bad name
a bad name
called a bad name
bad name",called a bad name,32,F,the student called a bad name,the student,the bus driver
LC-A-A1,the guard whispered to the prisoner procured a weekend pass.,What did the guard do?,,"whispered to the prisoner
whispered to the prisoner procured a weekend pass","whispered to the prisoner
whispered to the prisoner procured a weekend pass
whispered",whispered to the prisoner,10,F,the prisoner procured a weekend pass,the prisoner,the guard
LC-U-AM,the guard whispered to the prisoner who was procured a weekend pass.,Who whispered?,,the guard,"the guard
guard",the guard,0,F,the prisoner who was procured a weekend pass,the prisoner,the guard
LC-U-PM,the guard whispered to the prisoner who was procured a weekend pass.,Who was whispered to?,,"the prisoner who was procured a weekend pass
the prisoner","the prisoner who was procured a weekend pass
the prisoner
prisoner who was procured a weekend pass
prisoner",the prisoner,23,F,the prisoner who was procured a weekend pass,the prisoner,the guard
LC-U-PE,the guard whispered to the prisoner who was procured a weekend pass.,Who was procured a weekend pass?,,the prisoner,"the prisoner
prisoner",the prisoner,23,F,the prisoner who was procured a weekend pass,the prisoner,the guard
LC-U-A2,the guard whispered to the prisoner who was procured a weekend pass.,What did the prisoner get?,,"procured a weekend pass
a weekend pass","procured a weekend pass
a weekend pass
procured a weekend pass
weekend pass",procured a weekend pass,44,F,the prisoner who was procured a weekend pass,the prisoner,the guard
LC-U-A1,the guard whispered to the prisoner who was procured a weekend pass.,What did the guard do?,,"whispered to the prisoner
whispered to the prisoner who was procured a weekend pass","whispered to the prisoner
whispered to the prisoner who was procured a weekend pass
whispered",whispered to the prisoner,10,F,the prisoner who was procured a weekend pass,the prisoner,the guard
LC-A-AM,a professor talked to the student found a scholarship.,Who talked?,,a professor,"a professor
professor",a professor,0,F,the student found a scholarship,the student,a professor
LC-A-PM,a professor talked to the student found a scholarship.,Who was talked to?,,"the student found a scholarship
the student","the student found a scholarship
the student
student found a scholarship
student",the student,22,F,the student found a scholarship,the student,a professor
LC-A-PE,a professor talked to the student found a scholarship.,Who was found a scholarship?,,the student,"the student
student",the student,22,F,the student found a scholarship,the student,a professor
LC-A-A2,the roommate called the student baked a cake.,What did the student get?,,"baked a cake
a cake","baked a cake
a cake
baked a cake
cake",baked a cake,32,F,the student baked a cake,the student,the roommate
LC-A-A1,a professor talked to the student found a scholarship.,What did a professor do?,,"talked to the student
talked to the student found a scholarship","talked to the student
talked to the student found a scholarship
talked",talked to the student,12,F,the student found a scholarship,the student,a professor
LC-U-AM,a professor talked to the student who was found a scholarship.,Who talked?,,a professor,"a professor
professor",a professor,0,F,the student who was found a scholarship,the student,a professor
LC-U-PM,a professor talked to the student who was found a scholarship.,Who was talked to?,,"the student who was found a scholarship
the student","the student who was found a scholarship
the student
student who was found a scholarship
student",the student,22,F,the student who was found a scholarship,the student,a professor
LC-U-PE,a professor talked to the student who was found a scholarship.,Who was found a scholarship?,,the student,"the student
student",the student,22,F,the student who was found a scholarship,the student,a professor
LC-U-A2,a professor talked to the student who was found a scholarship.,What did the student get?,,"found a scholarship
a scholarship","found a scholarship
a scholarship
found a scholarship
scholarship",found a scholarship,42,F,the student who was found a scholarship,the student,a professor
LC-U-A1,a professor talked to the student who was found a scholarship.,What did a professor do?,,"talked to the student
talked to the student who was found a scholarship","talked to the student
talked to the student who was found a scholarship
talked",talked to the student,12,F,the student who was found a scholarship,the student,a professor
LC-A-AM,the mayor waved to the woman painted the portrait.,Who waved?,,the mayor,"the mayor
mayor",the mayor,0,F,the woman painted the portrait,the woman,the mayor
LC-A-PM,the mayor waved to the woman painted the portrait.,Who was waved to?,,"the woman painted the portrait
the woman","the woman painted the portrait
the woman
woman painted the portrait
woman",the woman,19,F,the woman painted the portrait,the woman,the mayor
LC-A-PE,the mayor waved to the woman painted the portrait.,Who was painted the portrait?,,the woman,"the woman
woman",the woman,19,F,the woman painted the portrait,the woman,the mayor
LC-A-A2,the cheerleader smiled at the teenager burned a cd.,What did the teenager get?,,"burned a cd
a cd","burned a cd
a cd
burned a cd
cd",burned a cd,39,F,the teenager burned a cd,the teenager,the cheerleader
LC-A-A1,the mayor waved to the woman painted the portrait.,What did the mayor do?,,"waved to the woman
waved to the woman painted the portrait","waved to the woman
waved to the woman painted the portrait
waved",waved to the woman,10,F,the woman painted the portrait,the woman,the mayor
LC-U-AM,the mayor waved to the woman who was painted the portrait.,Who waved?,,the mayor,"the mayor
mayor",the mayor,0,F,the woman who was painted the portrait,the woman,the mayor
LC-U-PM,the mayor waved to the woman who was painted the portrait.,Who was waved to?,,"the woman who was painted the portrait
the woman","the woman who was painted the portrait
the woman
woman who was painted the portrait
woman",the woman,19,F,the woman who was painted the portrait,the woman,the mayor
LC-U-PE,the mayor waved to the woman who was painted the portrait.,Who was painted the portrait?,,the woman,"the woman
woman",the woman,19,F,the woman who was painted the portrait,the woman,the mayor
LC-U-A2,the mayor waved to the woman who was painted the portrait.,What did the woman get?,,"painted the portrait
the portrait","painted the portrait
the portrait
painted the portrait
portrait",painted the portrait,37,F,the woman who was painted the portrait,the woman,the mayor
LC-U-A1,the mayor waved to the woman who was painted the portrait.,What did the mayor do?,,"waved to the woman
waved to the woman who was painted the portrait","waved to the woman
waved to the woman who was painted the portrait
waved",waved to the woman,10,F,the woman who was painted the portrait,the woman,the mayor
LC-A-AM,the lawyer chatted up the secretary poured a beer.,Who chatted up the secretary?,,the lawyer,"the lawyer
lawyer",the lawyer,0,F,the secretary poured a beer,the secretary,the lawyer
LC-A-PM,the lawyer chatted up the secretary poured a beer.,Who was chatted up?,,"the secretary poured a beer
the secretary","the secretary poured a beer
the secretary
secretary poured a beer
secretary",the secretary,22,F,the secretary poured a beer,the secretary,the lawyer
LC-A-PE,the lawyer chatted up the secretary poured a beer.,Who was poured a beer?,,the secretary,"the secretary
secretary",the secretary,22,F,the secretary poured a beer,the secretary,the lawyer
LC-A-A2,a cab driver spotted the traveller booked the flight.,What did the traveller get?,,"booked the flight
the flight","booked the flight
the flight
booked the flight
flight",booked the flight,35,F,the traveller booked the flight,the traveller,a cab driver
LC-A-A1,the lawyer chatted up the secretary poured a beer.,What did the lawyer do?,,"chatted up the secretary
chatted up the secretary poured a beer","chatted up the secretary
chatted up the secretary poured a beer
chatted
chatted up",chatted up the secretary,11,F,the secretary poured a beer,the secretary,the lawyer
LC-U-AM,the lawyer chatted up the secretary who was poured a beer.,Who chatted up the secretary?,,the lawyer,"the lawyer
lawyer",the lawyer,0,F,the secretary who was poured a beer,the secretary,the lawyer
LC-U-PM,the lawyer chatted up the secretary who was poured a beer.,Who was chatted up?,,"the secretary who was poured a beer
the secretary","the secretary who was poured a beer
the secretary
secretary who was poured a beer
secretary",the secretary,22,F,the secretary who was poured a beer,the secretary,the lawyer
LC-U-PE,the lawyer chatted up the secretary who was poured a beer.,Who was poured a beer?,,the secretary,"the secretary
secretary",the secretary,22,F,the secretary who was poured a beer,the secretary,the lawyer
LC-U-A2,the lawyer chatted up the secretary who was poured a beer.,What did the secretary get?,,"poured a beer
a beer","poured a beer
a beer
poured a beer
beer",poured a beer,44,F,the secretary who was poured a beer,the secretary,the lawyer
LC-U-A1,the lawyer chatted up the secretary who was poured a beer.,What did the lawyer do?,,"chatted up the secretary
chatted up the secretary who was poured a beer","chatted up the secretary
chatted up the secretary who was poured a beer
chatted up
chatted",chatted up the secretary,11,F,the secretary who was poured a beer,the secretary,the lawyer
LC-A-AM,the fireman argued with the inspector paid a fee.,Who argued?,,the fireman,"the fireman
fireman",the fireman,0,F,the inspector paid a fee,the inspector,the fireman
LC-A-PM,the fireman argued with the inspector paid a fee.,Who was argued with?,,"the inspector paid a fee
the inspector","the inspector paid a fee
the inspector
inspector paid a fee
inspector",the inspector,24,F,the inspector paid a fee,the inspector,the fireman
LC-A-PE,the fireman argued with the inspector paid a fee.,Who was paid a fee?,,the inspector,"the inspector
inspector",the inspector,24,F,the inspector paid a fee,the inspector,the fireman
LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender
LC-A-A1,the fireman argued with the inspector paid a fee.,What did the fireman do?,,"argued with the inspector
argued with the inspector paid a fee","argued with the inspector
argued with the inspector paid a fee
argued",argued with the inspector,12,F,the inspector paid a fee,the inspector,the fireman
LC-U-AM,the fireman argued with the inspector who was paid a fee.,Who argued?,,the fireman,"the fireman
fireman",the fireman,0,F,the inspector who was paid a fee,the inspector,the fireman
LC-U-PM,the fireman argued with the inspector who was paid a fee.,Who was argued with?,,"the inspector who was paid a fee
the inspector","the inspector who was paid a fee
the inspector
inspector who was paid a fee
inspector",the inspector,24,F,the inspector who was paid a fee,the inspector,the fireman
LC-U-PE,the fireman argued with the inspector who was paid a fee.,Who was paid a fee?,,the inspector,"the inspector
inspector",the inspector,24,F,the inspector who was paid a fee,the inspector,the fireman
LC-U-A2,the fireman argued with the inspector who was paid a fee.,What did the inspector get?,,"paid a fee
a fee","paid a fee
a fee
paid a fee
fee",paid a fee,46,F,the inspector who was paid a fee,the inspector,the fireman
LC-U-A1,the fireman argued with the inspector who was paid a fee.,What did the fireman do?,,"argued with the inspector
argued with the inspector who was paid a fee","argued with the inspector
argued with the inspector who was paid a fee
argued",argued with the inspector,12,F,the inspector who was paid a fee,the inspector,the fireman
LC-A-AM,the other team interfered with the player tossed the ball.,Who interfered?,,the other team,"the other team
other team",the other team,0,F,the player tossed the ball,the player,the other team
LC-A-PM,the other team interfered with the player tossed the ball.,Who was interfered with?,,"the player tossed the ball
the player","the player tossed the ball
the player
player tossed the ball
player",the player,31,F,the player tossed the ball,the player,the other team
LC-A-PE,the other team interfered with the player tossed the ball.,Who was tossed the ball?,,the player,"the player
player",the player,31,F,the player tossed the ball,the player,the other team
LC-A-A2,the mayor waved to the woman painted the portrait.,What did the woman get?,,"painted the portrait
the portrait","painted the portrait
the portrait
painted the portrait
portrait",painted the portrait,29,F,the woman painted the portrait,the woman,the mayor
LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,,"interfered with the player
interfered with the player tossed the ball","interfered with the player
interfered with the player tossed the ball
interfered",interfered with the player,15,F,the player tossed the ball,the player,the other team
LC-U-AM,the other team interfered with the player who was tossed the ball.,Who interfered?,,the other team,"the other team
other team",the other team,0,F,the player who was tossed the ball,the player,the other team
LC-U-PM,the other team interfered with the player who was tossed the ball.,Who was interfered with?,,"the player who was tossed the ball
the player","the player who was tossed the ball
the player
player who was tossed the ball
player",the player,31,F,the player who was tossed the ball,the player,the other team
LC-U-PE,the other team interfered with the player who was tossed the ball.,Who was tossed the ball?,,the player,"the player
player",the player,31,F,the player who was tossed the ball,the player,the other team
LC-U-A2,the other team interfered with the player who was tossed the ball.,What did the player get?,,"tossed the ball
the ball","tossed the ball
the ball
tossed the ball
ball",tossed the ball,50,F,the player who was tossed the ball,the player,the other team
LC-U-A1,the other team interfered with the player who was tossed the ball.,What did the other team do?,,"interfered with the player
interfered with the player who was tossed the ball","interfered with the player
interfered with the player who was tossed the ball
interfered",interfered with the player,15,F,the player who was tossed the ball,the player,the other team
GP-A-A2,the babysitter purchased a gift card thanked the parents.,What did the babysitter get?,,"purchased a gift card
a gift card","purchased a gift card
a gift card
purchased a gift card
gift card",purchased a gift card,35,F,the babysitter purchased a gift card,the babysitter,the parents
GP-A-A2,the boy sent an invitation hugged the tutor.,What did the boy get?,,"an invitation
an invitation","an invitation
sent an invitation
an invitation",an invitation,30,F,the boy sent an invitation,the boy,the tutor
GP-A-A2,the boyfriend left a voicemail distrusted the girlfriend.,What did the boyfriend get?,,"left a voicemail
a voicemail","left a voicemail
a voicemail
left a voicemail
voicemail",left a voicemail,40,F,the boyfriend left a voicemail,the boyfriend,the girlfriend
GP-A-A2,the brit served the first ace defeated the italian.,What did the brit get?,,"served the first ace
served the first ace","served the first ace
served the first ace
the first ace
first ace",served the first ace,30,F,the brit served the first ace,the brit,the italian
GP-A-A2,the chef presented the new knife greeted the audience.,What did the chef get?,,"the new knife
the new knife","the new knife
the new knife
new knife
new knife
presented the new knife",the new knife,40,F,the chef presented the new knife,the chef,the audience
GP-A-A2,the child bought an ice cream cone smiled at the cashier.,What did the child get?,,"bought an ice cream cone
an ice cream cone","bought an ice cream cone
an ice cream cone",bought an ice cream cone,32,F,the child bought an ice cream cone,the child,the cashier
GP-A-A2,the child read a story hugged the nanny.,What did the child get?,,"read a story
read a story","read a story
read a story
a story
story",read a story,27,F,the child read a story,the child,the nanny
GP-A-A2,the child saved a front row seat surprised the clown.,What did the child get?,,"saved a front row seat
a front row seat","saved a front row seat
a front row seat
saved a front row seat
front row seat",saved a front row seat,30,F,the child saved a front row seat,the child,the clown
GP-A-A2,the colonel granted leave phoned a travel agent.,What did the colonel get?,,"granted leave
leave","granted leave
leave",granted leave,34,F,the colonel granted leave,the colonel,a travel agent
GP-A-A2,the dispatcher handed a pink slip worried about the driver.,What did the dispatcher get?,,"handed a pink slip
a pink slip","handed a pink slip
a pink slip
handed a pink slip
pink slip",handed a pink slip,40,F,the dispatcher handed a pink slip,the dispatcher,the driver
GP-A-A2,the doctor delivered the donor organ assisted several surgeons.,What did the doctor get?,,"delivered the donor organ
the donor organ","delivered the donor organ
the donor organ
delivered the donor organ
donor organ",delivered the donor organ,37,F,the doctor delivered the donor organ,the doctor,several surgeons
GP-A-A2,the general awarded the medal annoyed the soldier.,What did the general get?,,"awarded the medal
the medal","awarded the medal
the medal
awarded the medal
medal",awarded the medal,32,F,the general awarded the medal,the general,the soldier
GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,,"passed a note
a note","passed a note
a note
passed a note
note",passed a note,34,F,the girl passed a note,the girl,the classmate
GP-A-A2,the girl played a song photographed the tourist.,What did the girl get?,,"played a song
a song","played a song
a song
played a song
song",played a song,34,F,the girl played a song,the girl,the tourist
GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,,"won a stuffed bear
a stuffed bear","won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear",won a stuffed bear,37,F,the girl won a stuffed bear,the girl,the carnival worker
GP-A-A2,the golfer cooked a special meal toasted the host.,What did the golfer get?,,"cooked a special meal
a special meal","cooked a special meal
a special meal
cooked a special meal
special meal",cooked a special meal,28,F,the golfer cooked a special meal,the golfer,the host
GP-A-A2,the hobo cut a slice of cheese despised the beggar.,What did the hobo get?,,"cut a slice of cheese
a slice of cheese","cut a slice of cheese
a slice of cheese
cut a slice of cheese
slice of cheese",cut a slice of cheese,29,F,the hobo cut a slice of cheese,the hobo,the beggar
GP-A-A2,the inspector paid a fee argued with the fireman.,What did the inspector get?,,"paid a fee
a fee","paid a fee
a fee
paid a fee
fee",paid a fee,38,F,the inspector paid a fee,the inspector,the fireman
GP-A-A2,the instructor submitted the plagiarized papers visited the dean.,What did the instructor get?,,"submitted the plagiarized papers
the plagiarized papers","submitted the plagiarized papers
the plagiarized papers
submitted the plagiarized papers
plagiarized papers",submitted the plagiarized papers,32,F,the instructor submitted the plagiarized papers,the instructor,the dean
GP-A-A2,the manager prepared the report praised the employees.,What did the manager get?,,"prepared the report
the report","prepared the report
the report
prepared the report
report",prepared the report,34,F,the manager prepared the report,the manager,the employees
GP-A-A2,the millionaire sculpted a statue bragged to the banker.,What did the millionaire get?,,"sculpted a statue
a statue","sculpted a statue
a statue
sculpted a statue
statue",sculpted a statue,38,F,the millionaire sculpted a statue,the millionaire,the banker
GP-A-A2,the neighbour crocheted a blanket envied the mailman.,What did the neighbour get?,,"crocheted a blanket
a blanket","crocheted a blanket
a blanket
crocheted a blanket
blanket",crocheted a blanket,33,F,the neighbour crocheted a blanket,the neighbour,the mailman
GP-A-A2,the old man awarded the prize embraced a friend.,What did the old get?,,"awarded the prize
the prize","awarded the prize
the prize
awarded the prize
prize",awarded the prize,30,F,the old man awarded the prize,the old man,a friend
GP-A-A2,the pack leader knitted a scarf thanked the boy scout.,What did the pack get?,,"knitted a scarf
a scarf","knitted a scarf
a scarf
knitted a scarf
scarf",knitted a scarf,38,F,the pack leader knitted a scarf,the pack leader,the boy scout
GP-A-A2,the player tossed the ball interfered with the other team.,What did the player get?,,"tossed the ball
the ball","tossed the ball
the ball
tossed the ball
ball",tossed the ball,42,F,the player tossed the ball,the player,the other team
GP-A-A2,the priest mailed a request telephoned the cardinal.,What did the priest get?,,"mailed a request
a request","mailed a request
a request
mailed a request
request",mailed a request,35,F,the priest mailed a request,the priest,the cardinal
GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,,"taught the policy
the policy","taught the policy
the policy
taught the policy
policy",taught the policy,34,F,the principal taught the policy,the principal,the teacher
GP-A-A2,the prisoner procured a weekend pass whispered to the guard.,What did the prisoner get?,,"procured a weekend pass
a weekend pass","procured a weekend pass
a weekend pass
procured a weekend pass
weekend pass",procured a weekend pass,36,F,the prisoner procured a weekend pass,the prisoner,the guard
GP-A-A2,the reporter told the rumour yelled at the witness.,What did the reporter get?,,"told the rumour
the rumour","told the rumour
the rumour
told the rumour
rumour",told the rumour,35,F,the reporter told the rumour,the reporter,the witness
GP-A-A2,the scientist shipped critical supplies admired the tribesmen.,What did the scientist get?,,"shipped critical supplies
critical supplies","shipped critical supplies
critical supplies",shipped critical supplies,36,F,the scientist shipped critical supplies,the scientist,the tribesmen
GP-A-A2,the secretary poured a beer chatted up the lawyer.,What did the secretary get?,,"poured a beer
a beer","poured a beer
a beer
poured a beer
beer",poured a beer,36,F,the secretary poured a beer,the secretary,the lawyer
GP-A-A2,the settlers built a log cabin thanked the neighbours.,What did the settlers get?,,"built a log cabin
a log cabin","built a log cabin
a log cabin
built a log cabin
log cabin",built a log cabin,36,F,the settlers built a log cabin,the settlers,the neighbours
GP-A-A2,the spy served a dry martini watched the villain.,What did the spy get?,,"served a dry martini
a dry martini","served a dry martini
a dry martini
served a dry martini
dry martini",served a dry martini,28,F,the spy served a dry martini,the spy,the villain
GP-A-A2,the student baked a cake called the roommate.,What did the student get?,,"baked a cake
a cake","baked a cake
a cake
baked a cake
cake",baked a cake,32,F,the student baked a cake,the student,the roommate
