Code,Context,Question,Answer,Model_Ans,Score,Correct
GP-U-A1,the settlers who were built a log cabin thanked the neighbours.,What did the settlers do?,thanked the neighbours,thanked the neighbours,0.556511640548706,1
LC-U-AM,the neighbours thanked the settlers who were built a log cabin.,Who thanked the settlers?,"the neighbours
neighbours",the neighbours,0.3278875946998596,1
LC-U-PM,the neighbours thanked the settlers who were built a log cabin.,Who was thanked?,"the settlers who were built a log cabin
the settlers
settlers who were built a log cabin
settlers",the neighbours,0.14443625509738922,0
LC-U-PE,the neighbours thanked the settlers who were built a log cabin.,Who was built a log cabin?,"the settlers
settlers",the neighbours thanked the settlers,0.4378594160079956,0
LC-U-A2,the neighbours thanked the settlers who were built a log cabin.,What did the settlers get?,"built a log cabin
a log cabin
built a log cabin
log cabin",thanked the settlers who were built a log cabin,0.1602390706539154,0
LC-U-A1,the neighbours thanked the settlers who were built a log cabin.,What did the neighbours do?,"thanked the settlers
thanked the settlers who were built a log cabin",thanked,0.3680696487426758,0
GP-A-PM,the spy served a dry martini watched the villain.,Who was watched?,"the villain
villain",the villain,0.3357274830341339,1
GP-A-PE,the spy served a dry martini watched the villain.,Who was served a dry martini?,"the spy served a dry martini
the spy
spy served a dry martini
spy",the spy,0.17563247680664062,1
GP-A-A1,the spy served a dry martini watched the villain.,What did the spy do?,"watched the villain
watched",served a dry martini watched the villain.,0.1548851877450943,0
LC-A-AM,the villain watched the spy served a dry martini.,Who watched the spy?,"the villain
villain",the villain,0.3811948895454407,1
LC-A-PM,the villain watched the spy served a dry martini.,Who was watched?,"the spy served a dry martini
the spy
spy served a dry martini
spy",the villain,0.0027692837174981833,0
LC-A-PE,the villain watched the spy served a dry martini.,Who was served a dry martini?,"the spy
spy",the spy,0.41746485233306885,1
LC-A-A2,the tribesmen admired the scientist shipped critical supplies.,What did the scientist get?,"shipped critical supplies
critical supplies",shipped critical supplies,0.29590556025505066,1
LC-A-A1,the villain watched the spy served a dry martini.,What did the villain do?,"watched the spy
watched the spy served a dry martini
watched",watched the spy served a dry martini,0.31941574811935425,1
GP-A-AM,the spy served a dry martini watched the villain.,Who watched the villain?,"the spy served a dry martini
the spy
spy served a dry martini
spy",the spy,0.06548050045967102,1
GP-U-AM,the spy who was served a dry martini watched the villain.,Who watched the villain?,"the spy who was served a dry martini
the spy
spy who was served a dry martini
spy",the spy,0.272358775138855,1
GP-U-PM,the spy who was served a dry martini watched the villain.,Who was watched?,"the villain
villain",the villain,0.08209210634231567,1
GP-U-PE,the spy who was served a dry martini watched the villain.,Who was served a dry martini?,"the spy who was served a dry martini
the spy
spy who was served a dry martini
spy",the spy,0.6589634418487549,1
GP-U-A1,the spy who was served a dry martini watched the villain.,What did the spy do?,"watched the villain
watched",watched the villain.,0.12848328053951263,1
LC-U-AM,the villain watched the spy who was served a dry martini.,Who watched the spy?,"the villain
villain",the villain,0.19412577152252197,1
LC-U-PM,the villain watched the spy who was served a dry martini.,Who was watched?,"the spy who was served a dry martini
the spy
spy who was served a dry martini
spy",the spy,0.03612586483359337,1
LC-U-PE,the villain watched the spy who was served a dry martini.,Who was served a dry martini?,"the spy
spy",the spy,0.8098008632659912,1
LC-U-A2,the villain watched the spy who was served a dry martini.,What did the spy get?,"served a dry martini
a dry martini
served a dry martini
dry martini",a dry martini,0.7423782348632812,1
LC-U-A1,the villain watched the spy who was served a dry martini.,What did the villain do?,"watched the spy
watched the spy who was served a dry martini
watched",watched the spy who was served a dry martini,0.39539384841918945,1
GP-A-PM,the student baked a cake called the roommate.,Who was called?,"the roommate
roommate",the roommate,0.5067936778068542,1
GP-A-PE,the student baked a cake called the roommate.,Who was baked a cake?,"the student baked a cake
the student
student baked a cake
student",the roommate,0.07668119668960571,0
GP-A-A1,the student baked a cake called the roommate.,What did the student do?,"called the roommate
called",baked a cake called the roommate,0.6720567941665649,0
LC-A-AM,the roommate called the student baked a cake.,Who called?,"the roommate
roommate",the roommate,0.1374548226594925,1
LC-A-PM,the roommate called the student baked a cake.,Who was called?,"the student baked a cake
the student
student baked a cake
student",the roommate,0.029021937400102615,0
LC-A-PE,the roommate called the student baked a cake.,Who was baked a cake?,"the student
student",the roommate,0.053811416029930115,0
LC-A-A2,the lawyer chatted up the secretary poured a beer.,What did the secretary get?,"poured a beer
a beer
poured a beer
beer",beer,0.01114125456660986,1
LC-A-A1,the roommate called the student baked a cake.,What did the roommate do?,"called the student
called the student baked a cake
called",baked a cake,0.3003987967967987,0
GP-A-AM,the student baked a cake called the roommate.,Who called?,"the student baked a cake
the student
student baked a cake
student",the roommate,0.10084481537342072,0
GP-A-PM,the student called a bad name knew the bus driver.,Who was known?,"the bus driver
bus driver",the bus driver,0.21097595989704132,1
GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,"the student called a bad name
the student
student called a bad name
student",the bus driver,0.0537048764526844,0
GP-A-A1,the student called a bad name knew the bus driver.,What did the student do?,knew the bus driver,called a bad name,0.4875989556312561,0
LC-A-AM,the bus driver knew the student called a bad name.,Who knew the student?,"the bus driver
bus driver",bus driver,0.14812377095222473,1
LC-A-PM,the bus driver knew the student called a bad name.,Who was known?,"the student called a bad name
the student
student called a bad name
student",the bus driver knew the student called a bad name,0.09409556537866592,0
LC-A-PE,the bus driver knew the student called a bad name.,Who was called a bad name?,"the student
student",the student,0.04490754008293152,1
LC-A-A2,the neighbours thanked the settlers built a log cabin.,What did the settlers get?,"built a log cabin
a log cabin
built a log cabin
log cabin",built a log cabin,0.05934395268559456,1
LC-A-A1,the bus driver knew the student called a bad name.,What did the bus driver do?,"knew the student
knew the student called a bad name",knew the student called a bad name,0.18773537874221802,1
GP-A-AM,the student called a bad name knew the bus driver.,Who knew the bus driver?,"the student called a bad name
the student
student called a bad name
student",the student called a bad name,0.19467228651046753,1
GP-A-PM,the student found a scholarship talked to a professor.,Who was talked to?,"a professor
professor",a professor,0.12270323187112808,1
GP-A-PE,the student found a scholarship talked to a professor.,Who was found a scholarship?,"the student found a scholarship
the student
student found a scholarship
student",the student,0.00183252920396626,1
GP-A-A1,the student found a scholarship talked to a professor.,What did the student do?,"talked to a professor
talked",the student found a scholarship talked to a professor,0.1893625557422638,0
GP-A-AM,the student found a scholarship talked to a professor.,Who talked?,"the student found a scholarship
the student
student found a scholarship
student",a professor,0.2675265967845917,0
GP-U-AM,the student who was baked a cake called the roommate.,Who called?,"the student who was baked a cake
the student
student who was baked a cake
student",the student who was baked a cake called the roommate,0.18825428187847137,0
GP-U-PM,the student who was baked a cake called the roommate.,Who was called?,"the roommate
roommate",roommate,0.36684638261795044,1
GP-U-PE,the student who was baked a cake called the roommate.,Who was baked a cake?,"the student who was baked a cake
the student
student who was baked a cake
student",the roommate,0.3808191120624542,0
GP-U-A1,the student who was baked a cake called the roommate.,What did the student do?,"called the roommate
called",baked a cake,0.42222753167152405,0
LC-U-AM,the roommate called the student who was baked a cake.,Who called?,"the roommate
roommate",the roommate,0.11672279238700867,1
LC-U-PM,the roommate called the student who was baked a cake.,Who was called?,"the student who was baked a cake
the student
student who was baked a cake
student",the roommate,0.044468481093645096,0
LC-U-PE,the roommate called the student who was baked a cake.,Who was baked a cake?,"the student
student",the roommate called the student,0.2630594074726105,0
LC-U-A2,the roommate called the student who was baked a cake.,What did the student get?,"baked a cake
a cake
baked a cake
cake",a cake,0.43577295541763306,1
LC-U-A1,the roommate called the student who was baked a cake.,What did the roommate do?,"called the student
called the student who was baked a cake
called",called the student who was baked a cake,0.7329398989677429,1
GP-U-AM,the student who was called a bad name knew the bus driver.,Who knew the bus driver?,"the student who was called a bad name
the student
student who was called a bad name
student",the student who was called a bad name,0.14173725247383118,1
GP-U-PM,the student who was called a bad name knew the bus driver.,Who was known?,"the bus driver
bus driver",the student who was called a bad name knew the bus driver,0.24195720255374908,0
GP-U-PE,the student who was called a bad name knew the bus driver.,Who was called a bad name?,"the student who was called a bad name
the student
student who was called a bad name
student",the student who was called a bad name knew the bus driver,0.02423255704343319,0
GP-U-A1,the student who was called a bad name knew the bus driver.,What did the student do?,knew the bus driver,knew the bus driver,0.4899916350841522,1
LC-U-AM,the bus driver knew the student who was called a bad name.,Who knew the student?,"the bus driver
bus driver",bus driver,0.4087510108947754,1
LC-U-PM,the bus driver knew the student who was called a bad name.,Who was known?,"the student who was called a bad name
the student
student who was called a bad name
student",the student who was called a bad name,0.04878365620970726,1
LC-U-PE,the bus driver knew the student who was called a bad name.,Who was called a bad name?,"the student
student",the student,0.3562214970588684,1
LC-U-A2,the bus driver knew the student who was called a bad name.,What did the student get?,"called a bad name
a bad name
called a bad name
bad name",a bad name,0.026095278561115265,1
LC-U-A1,the bus driver knew the student who was called a bad name.,What did the bus driver do?,"knew the student
knew the student who was called a bad name",knew the student who was called a bad name.,0.06600143760442734,1
GP-U-AM,the student who was found a scholarship talked to a professor.,Who talked?,"the student who was found a scholarship
the student
student who was found a scholarship
student",a professor,0.2080550640821457,0
GP-U-PM,the student who was found a scholarship talked to a professor.,Who was talked to?,"a professor
professor",a professor,0.2688952684402466,1
GP-U-PE,the student who was found a scholarship talked to a professor.,Who was found a scholarship?,"the student who was found a scholarship
the student
student who was found a scholarship
student",the student,0.25794717669487,1
GP-U-A1,the student who was found a scholarship talked to a professor.,What did the student do?,"talked to a professor
talked",talked to a professor,0.570066511631012,1
GP-A-PM,the teenager burned a cd smiled at the cheerleader.,Who was smiled at?,"the cheerleader
cheerleader",the cheerleader,0.44037240743637085,1
GP-A-PE,the teenager burned a cd smiled at the cheerleader.,Who was burned a cd?,"the teenager burned a cd
the teenager
teenager burned a cd
teenager",cheerleader,0.058356232941150665,0
GP-A-A1,the teenager burned a cd smiled at the cheerleader.,What did the teenager do?,"smiled at the cheerleader
smiled",burned a cd smiled at the cheerleader.,0.3619607090950012,0
GP-A-AM,the teenager burned a cd smiled at the cheerleader.,Who smiled?,"the teenager burned a cd
the teenager
teenager burned a cd
teenager",the cheerleader,0.3123941421508789,0
GP-U-AM,the teenager who was burned a cd smiled at the cheerleader.,Who smiled?,"the teenager who was burned a cd
the teenager
teenager who was burned a cd
teenager",the teenager who was burned a cd smiled at the cheerleader,0.31547829508781433,0
GP-U-PM,the teenager who was burned a cd smiled at the cheerleader.,Who was smiled at?,"the cheerleader
cheerleader",the cheerleader,0.4124189019203186,1
GP-U-PE,the teenager who was burned a cd smiled at the cheerleader.,Who was burned a cd?,"the teenager who was burned a cd
the teenager
teenager who was burned a cd
teenager",the teenager,0.40776365995407104,1
GP-U-A1,the teenager who was burned a cd smiled at the cheerleader.,What did the teenager do?,"smiled at the cheerleader
smiled",burned,0.2323533296585083,0
GP-A-PM,the traveller booked the flight spotted a cab driver.,Who was spotted?,"a cab driver
cab driver",a cab driver,0.8013862371444702,1
GP-A-PE,the traveller booked the flight spotted a cab driver.,Who was booked the flight?,"the traveller booked the flight
the traveller
traveller booked the flight
traveller",a cab driver,0.8205603957176208,0
GP-A-A1,the traveller booked the flight spotted a cab driver.,What did the traveller do?,"spotted a cab driver
spotted",booked the flight spotted a cab driver,0.5798674821853638,0
LC-A-AM,a cab driver spotted the traveller booked the flight.,Who spotted the traveller?,"a cab driver
cab driver",a cab driver,0.6844618916511536,1
LC-A-PM,a cab driver spotted the traveller booked the flight.,Who was spotted?,"the traveller booked the flight
the traveller
traveller booked the flight
traveller",a cab driver,0.08978290110826492,0
LC-A-PE,a cab driver spotted the traveller booked the flight.,Who was booked the flight?,"the traveller
traveller",a cab driver,0.32212263345718384,0
LC-A-A2,the villain watched the spy served a dry martini.,What did the spy get?,"served a dry martini
a dry martini
served a dry martini
dry martini",a dry martini,0.6360979676246643,1
LC-A-A1,a cab driver spotted the traveller booked the flight.,What did the cab driver do?,"spotted the traveller
spotted the traveller booked the flight
spotted",spotted the traveller booked the flight.,0.040580686181783676,1
GP-A-AM,the traveller booked the flight spotted a cab driver.,Who spotted a cab driver?,"the traveller booked the flight
the traveller
traveller booked the flight
traveller",the traveller,0.111576147377491,1
GP-U-AM,the traveller who was booked the flight spotted a cab driver.,Who spotted a cab driver?,"the traveller who was booked the flight
the traveller
traveller who was booked the flight
traveller",the traveller,0.6969815492630005,1
GP-U-PM,the traveller who was booked the flight spotted a cab driver.,Who was spotted?,"a cab driver
cab driver",a cab driver,0.5534501671791077,1
GP-U-PE,the traveller who was booked the flight spotted a cab driver.,Who was booked the flight?,"the traveller who was booked the flight
the traveller
traveller who was booked the flight
traveller",a cab driver,0.11473963409662247,0
GP-U-A1,the traveller who was booked the flight spotted a cab driver.,What did the traveller do?,"spotted a cab driver
spotted",spotted a cab driver,0.39277276396751404,1
LC-U-AM,a cab driver spotted the traveller who was booked the flight.,Who spotted the traveller?,"a cab driver
cab driver",a cab driver,0.7102174758911133,1
LC-U-PM,a cab driver spotted the traveller who was booked the flight.,Who was spotted?,"the traveller who was booked the flight
the traveller
traveller who was booked the flight
traveller",the traveller,0.06390164792537689,1
LC-U-PE,a cab driver spotted the traveller who was booked the flight.,Who was booked the flight?,"the traveller
traveller",the traveller,0.48535993695259094,1
LC-U-A2,a cab driver spotted the traveller who was booked the flight.,What did the traveller get?,"booked the flight
the flight
booked the flight
flight",booked the flight,0.007107547018676996,1
LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,"spotted the traveller
spotted the traveller who was booked the flight
spotted",spotted the traveller,0.06508489698171616,1
GP-A-PM,the woman offered a free drink winked at the bartender.,Who was winked at?,"the bartender
bartender",the bartender,0.056953154504299164,1
GP-A-PE,the woman offered a free drink winked at the bartender.,Who was offered a free drink?,"the woman offered a free drink
the woman
woman offered a free drink
woman",the woman,0.5697817802429199,1
GP-A-A1,the woman offered a free drink winked at the bartender.,What did the woman do?,"winked at the bartender
winked",offered a free drink winked at the bartender,0.10875210911035538,0
GP-A-AM,the woman offered a free drink winked at the bartender.,Who winked?,"the woman offered a free drink
the woman
woman offered a free drink
woman",the woman offered a free drink winked at the bartender,0.006337076425552368,0
GP-A-PM,the woman painted the portrait waved at the mayor.,Who was waved to?,"the mayor
mayor",the mayor,0.47482576966285706,1
GP-A-PE,the woman painted the portrait waved at the mayor.,Who was painted the portrait?,"the woman painted the portrait
the woman
woman painted the portrait
woman",the woman,0.0017280243337154388,1
GP-A-A1,the woman painted the portrait waved at the mayor.,What did the woman do?,"waved at the mayor
waved",painted the portrait,0.4739817678928375,0
GP-A-AM,the woman painted the portrait waved at the mayor.,Who waved?,"the woman painted the portrait
the woman
woman painted the portrait
woman",the woman painted the portrait waved at the mayor,0.06444966048002243,0
GP-U-AM,the woman who was offered a free drink winked at the bartender.,Who winked?,"the woman who was offered a free drink
the woman
woman who was offered a free drink
woman",the woman who was offered a free drink winked at the bartender,0.03811740502715111,0
GP-U-PM,the woman who was offered a free drink winked at the bartender.,Who was winked at?,"the bartender
bartender",the woman who was offered a free drink winked at the bartender,0.16735458374023438,0
GP-U-PE,the woman who was offered a free drink winked at the bartender.,Who was offered a free drink?,"the woman who was offered a free drink
the woman
woman who was offered a free drink
woman",the woman,0.6157368421554565,1
GP-U-A1,the woman who was offered a free drink winked at the bartender.,What did the woman do?,"winked at the bartender
winked",winked,0.09005138278007507,1
GP-U-AM,the woman who was painted the portrait waved at the mayor.,Who waved?,"the woman who was painted the portrait
the woman
woman who was painted the portrait
woman",the woman who was painted the portrait waved at the mayor.,0.12557630240917206,0
GP-U-PM,the woman who was painted the portrait waved at the mayor.,Who was waved to?,"the mayor
mayor",the mayor,0.18821214139461517,1
GP-U-PE,the woman who was painted the portrait waved at the mayor.,Who was painted the portrait?,"the woman who was painted the portrait
the woman
woman who was painted the portrait
woman",the woman,0.010652052238583565,1
GP-U-A1,the woman who was painted the portrait waved at the mayor.,What did the woman do?,"waved at the mayor
waved",waved at the mayor,0.46124404668807983,1
LC-A-AM,the banker bragged to the millionaire sculpted a statue.,Who bragged?,"the banker
banker",the banker,0.04413534328341484,1
LC-A-PM,the banker bragged to the millionaire sculpted a statue.,Who was bragged to?,"the millionaire sculpted a statue
the millionaire
millionaire sculpted a statue
millionaire",the millionaire sculpted a statue.,0.002078668912872672,1
LC-A-PE,the banker bragged to the millionaire sculpted a statue.,Who was sculpted a statue?,"the millionaire
millionaire",the banker bragged to the millionaire,0.008092861622571945,0
LC-A-A2,a professor talked to the student found a scholarship.,What did the student get?,"found a scholarship
a scholarship
found a scholarship
scholarship",a scholarship,0.6185497045516968,1
LC-A-A1,the banker bragged to the millionaire sculpted a statue.,What did the banker do?,"bragged to the millionaire
bragged to the millionaire sculpted a statue
bragged",bragged to the millionaire sculpted a statue,0.47774580121040344,1
LC-U-AM,the banker bragged to the millionaire who was sculpted a statue.,Who bragged?,"the banker
banker",the banker,0.017934657633304596,1
LC-U-PM,the banker bragged to the millionaire who was sculpted a statue.,Who was bragged to?,"the millionaire who was sculpted a statue
the millionaire
millionaire who was sculpted a statue
millionaire",banker,0.00027380953542888165,0
LC-U-PE,the banker bragged to the millionaire who was sculpted a statue.,Who was sculpted a statue?,"the millionaire
millionaire",the millionaire,0.45084765553474426,1
LC-U-A2,the banker bragged to the millionaire who was sculpted a statue.,What did the millionaire get?,"sculpted a statue
a statue
sculpted a statue
statue",a statue,0.18747997283935547,1
LC-U-A1,the banker bragged to the millionaire who was sculpted a statue.,What did the banker do?,"bragged to the millionaire
bragged to the millionaire who was sculpted a statue
bragged",bragged to the millionaire who was sculpted a statue.,0.30558323860168457,1
LC-A-AM,the guard whispered to the prisoner procured a weekend pass.,Who whispered?,"the guard
guard",the guard,0.03657350689172745,1
LC-A-PM,the guard whispered to the prisoner procured a weekend pass.,Who was whispered to?,"the prisoner procured a weekend pass
the prisoner
prisoner procured a weekend pass
prisoner",the guard,0.004956246819347143,0
LC-A-PE,the guard whispered to the prisoner procured a weekend pass.,Who was procured a weekend pass?,"the prisoner
prisoner",the guard,0.22421741485595703,0
LC-A-A2,the bus driver knew the student called a bad name.,What did the student get?,"called a bad name
a bad name
called a bad name
bad name",bad name,0.01630207523703575,1
LC-A-A1,the guard whispered to the prisoner procured a weekend pass.,What did the guard do?,"whispered to the prisoner
whispered to the prisoner procured a weekend pass
whispered",procured a weekend pass,0.35742518305778503,0
LC-U-AM,the guard whispered to the prisoner who was procured a weekend pass.,Who whispered?,"the guard
guard",the guard,0.012157241813838482,1
LC-U-PM,the guard whispered to the prisoner who was procured a weekend pass.,Who was whispered to?,"the prisoner who was procured a weekend pass
the prisoner
prisoner who was procured a weekend pass
prisoner",the guard,0.001567654311656952,0
LC-U-PE,the guard whispered to the prisoner who was procured a weekend pass.,Who was procured a weekend pass?,"the prisoner
prisoner",the prisoner,0.47181907296180725,1
LC-U-A2,the guard whispered to the prisoner who was procured a weekend pass.,What did the prisoner get?,"procured a weekend pass
a weekend pass
procured a weekend pass
weekend pass",a weekend pass,0.9269075393676758,1
LC-U-A1,the guard whispered to the prisoner who was procured a weekend pass.,What did the guard do?,"whispered to the prisoner
whispered to the prisoner who was procured a weekend pass
whispered",whispered,0.20755934715270996,1
LC-A-AM,a professor talked to the student found a scholarship.,Who talked?,"a professor
professor",a professor,0.005075594410300255,1
LC-A-PM,a professor talked to the student found a scholarship.,Who was talked to?,"the student found a scholarship
the student
student found a scholarship
student",a professor talked to the student found a scholarship.,0.00048818663344718516,0
LC-A-PE,a professor talked to the student found a scholarship.,Who was found a scholarship?,"the student
student",a professor,0.005971837788820267,0
LC-A-A2,the roommate called the student baked a cake.,What did the student get?,"baked a cake
a cake
baked a cake
cake",cake,0.5689576268196106,1
LC-A-A1,a professor talked to the student found a scholarship.,What did a professor do?,"talked to the student
talked to the student found a scholarship
talked",talked to the student found a scholarship.,0.3634357750415802,1
LC-U-AM,a professor talked to the student who was found a scholarship.,Who talked?,"a professor
professor",a professor,0.011065739206969738,1
LC-U-PM,a professor talked to the student who was found a scholarship.,Who was talked to?,"the student who was found a scholarship
the student
student who was found a scholarship
student",the student who was found a scholarship.,0.0003540816542226821,1
LC-U-PE,a professor talked to the student who was found a scholarship.,Who was found a scholarship?,"the student
student",a professor talked to the student,0.05700822174549103,0
LC-U-A2,a professor talked to the student who was found a scholarship.,What did the student get?,"found a scholarship
a scholarship
found a scholarship
scholarship",a scholarship,0.8091680407524109,1
LC-U-A1,a professor talked to the student who was found a scholarship.,What did a professor do?,"talked to the student
talked to the student who was found a scholarship
talked",talked to the student who was found a scholarship.,0.5569417476654053,1
LC-A-AM,the mayor waved to the woman painted the portrait.,Who waved?,"the mayor
mayor",the mayor,0.0918537974357605,1
LC-A-PM,the mayor waved to the woman painted the portrait.,Who was waved to?,"the woman painted the portrait
the woman
woman painted the portrait
woman",the woman painted the portrait,0.06889306753873825,1
LC-A-PE,the mayor waved to the woman painted the portrait.,Who was painted the portrait?,"the woman
woman",the mayor waved to the woman,0.2603156566619873,0
LC-A-A2,the cheerleader smiled at the teenager burned a cd.,What did the teenager get?,"burned a cd
a cd
burned a cd
cd",burned a cd,0.6881735324859619,1
LC-A-A1,the mayor waved to the woman painted the portrait.,What did the mayor do?,"waved to the woman
waved to the woman painted the portrait
waved",waved to the woman painted the portrait,0.4711833596229553,1
LC-U-AM,the mayor waved to the woman who was painted the portrait.,Who waved?,"the mayor
mayor",the mayor,0.12610380351543427,1
LC-U-PM,the mayor waved to the woman who was painted the portrait.,Who was waved to?,"the woman who was painted the portrait
the woman
woman who was painted the portrait
woman",the woman,0.1293356865644455,1
LC-U-PE,the mayor waved to the woman who was painted the portrait.,Who was painted the portrait?,"the woman
woman",the woman,0.378737211227417,1
LC-U-A2,the mayor waved to the woman who was painted the portrait.,What did the woman get?,"painted the portrait
the portrait
painted the portrait
portrait",painted the portrait,0.23220668733119965,1
LC-U-A1,the mayor waved to the woman who was painted the portrait.,What did the mayor do?,"waved to the woman
waved to the woman who was painted the portrait
waved",waved to the woman who was painted the portrait,0.2906797230243683,1
LC-A-AM,the lawyer chatted up the secretary poured a beer.,Who chatted up the secretary?,"the lawyer
lawyer",lawyer,0.13068218529224396,1
LC-A-PM,the lawyer chatted up the secretary poured a beer.,Who was chatted up?,"the secretary poured a beer
the secretary
secretary poured a beer
secretary",the secretary,0.024979615584015846,1
LC-A-PE,the lawyer chatted up the secretary poured a beer.,Who was poured a beer?,"the secretary
secretary",the secretary,0.5562180280685425,1
LC-A-A2,a cab driver spotted the traveller booked the flight.,What did the traveller get?,"booked the flight
the flight
booked the flight
flight",booked,0.017595652490854263,0
LC-A-A1,the lawyer chatted up the secretary poured a beer.,What did the lawyer do?,"chatted up the secretary
chatted up the secretary poured a beer
chatted
chatted up",chatted up,0.44658342003822327,1
LC-U-AM,the lawyer chatted up the secretary who was poured a beer.,Who chatted up the secretary?,"the lawyer
lawyer",lawyer,0.2309630662202835,1
LC-U-PM,the lawyer chatted up the secretary who was poured a beer.,Who was chatted up?,"the secretary who was poured a beer
the secretary
secretary who was poured a beer
secretary",the secretary,0.027750451117753983,1
LC-U-PE,the lawyer chatted up the secretary who was poured a beer.,Who was poured a beer?,"the secretary
secretary",the secretary,0.8498783707618713,1
LC-U-A2,the lawyer chatted up the secretary who was poured a beer.,What did the secretary get?,"poured a beer
a beer
poured a beer
beer",a beer,0.26346325874328613,1
LC-U-A1,the lawyer chatted up the secretary who was poured a beer.,What did the lawyer do?,"chatted up the secretary
chatted up the secretary who was poured a beer
chatted up
chatted",chatted up the secretary,0.27397945523262024,1
LC-A-AM,the fireman argued with the inspector paid a fee.,Who argued?,"the fireman
fireman",the fireman argued with the inspector paid a fee.,0.09890051931142807,0
LC-A-PM,the fireman argued with the inspector paid a fee.,Who was argued with?,"the inspector paid a fee
the inspector
inspector paid a fee
inspector",the inspector paid a fee,0.14004598557949066,1
LC-A-PE,the fireman argued with the inspector paid a fee.,Who was paid a fee?,"the inspector
inspector",the fireman argued with the inspector,0.005676704458892345,0
LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,"offered a free drink
a free drink
offered a free drink
free drink",free drink,0.42171213030815125,1
LC-A-A1,the fireman argued with the inspector paid a fee.,What did the fireman do?,"argued with the inspector
argued with the inspector paid a fee
argued",argued with the inspector paid a fee,0.6443527340888977,1
LC-U-AM,the fireman argued with the inspector who was paid a fee.,Who argued?,"the fireman
fireman",the fireman,0.06501998007297516,1
LC-U-PM,the fireman argued with the inspector who was paid a fee.,Who was argued with?,"the inspector who was paid a fee
the inspector
inspector who was paid a fee
inspector",the inspector,0.010028842836618423,1
LC-U-PE,the fireman argued with the inspector who was paid a fee.,Who was paid a fee?,"the inspector
inspector",inspector,0.18376149237155914,1
LC-U-A2,the fireman argued with the inspector who was paid a fee.,What did the inspector get?,"paid a fee
a fee
paid a fee
fee",a fee,0.48323366045951843,1
LC-U-A1,the fireman argued with the inspector who was paid a fee.,What did the fireman do?,"argued with the inspector
argued with the inspector who was paid a fee
argued",argued with the inspector who was paid a fee,0.7325878739356995,1
LC-A-AM,the other team interfered with the player tossed the ball.,Who interfered?,"the other team
other team",the other team,0.30143922567367554,1
LC-A-PM,the other team interfered with the player tossed the ball.,Who was interfered with?,"the player tossed the ball
the player
player tossed the ball
player",the player tossed the ball,0.2985222637653351,1
LC-A-PE,the other team interfered with the player tossed the ball.,Who was tossed the ball?,"the player
player",the other team,0.03832906484603882,0
LC-A-A2,the mayor waved to the woman painted the portrait.,What did the woman get?,"painted the portrait
the portrait
painted the portrait
portrait",painted the portrait,0.4782976508140564,1
LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,"interfered with the player
interfered with the player tossed the ball
interfered",interfered,0.1663765013217926,1
LC-U-AM,the other team interfered with the player who was tossed the ball.,Who interfered?,"the other team
other team",the other team,0.2221825271844864,1
LC-U-PM,the other team interfered with the player who was tossed the ball.,Who was interfered with?,"the player who was tossed the ball
the player
player who was tossed the ball
player",the player who was tossed the ball,0.21392498910427094,1
LC-U-PE,the other team interfered with the player who was tossed the ball.,Who was tossed the ball?,"the player
player",the other team interfered with the player,0.01925954408943653,0
LC-U-A2,the other team interfered with the player who was tossed the ball.,What did the player get?,"tossed the ball
the ball
tossed the ball
ball",tossed the ball.,0.0013314797542989254,1
LC-U-A1,the other team interfered with the player who was tossed the ball.,What did the other team do?,"interfered with the player
interfered with the player who was tossed the ball
interfered",interfered,0.27722737193107605,1
GP-A-A2,the babysitter purchased a gift card thanked the parents.,What did the babysitter get?,"purchased a gift card
a gift card
purchased a gift card
gift card",a gift card,0.2966921627521515,1
GP-A-A2,the boy sent an invitation hugged the tutor.,What did the boy get?,"an invitation
sent an invitation
an invitation",an invitation,0.012418963946402073,1
GP-A-A2,the boyfriend left a voicemail distrusted the girlfriend.,What did the boyfriend get?,"left a voicemail
a voicemail
left a voicemail
voicemail",girlfriend,0.0002769844140857458,0
GP-A-A2,the brit served the first ace defeated the italian.,What did the brit get?,"served the first ace
served the first ace
the first ace
first ace",the first ace defeated the italian,0.4657992124557495,0
GP-A-A2,the chef presented the new knife greeted the audience.,What did the chef get?,"the new knife
the new knife
new knife
new knife
presented the new knife",new knife,0.0797133594751358,1
GP-A-A2,the child bought an ice cream cone smiled at the cashier.,What did the child get?,"bought an ice cream cone
an ice cream cone",ice cream cone,0.4232581853866577,0
GP-A-A2,the child read a story hugged the nanny.,What did the child get?,"read a story
read a story
a story
story",read a story hugged the nanny,0.0035994872450828552,0
GP-A-A2,the child saved a front row seat surprised the clown.,What did the child get?,"saved a front row seat
a front row seat
saved a front row seat
front row seat",saved a front row seat surprised the clown,0.026061492040753365,0
GP-A-A2,the colonel granted leave phoned a travel agent.,What did the colonel get?,"granted leave
leave",travel agent,0.002208651974797249,0
GP-A-A2,the dispatcher handed a pink slip worried about the driver.,What did the dispatcher get?,"handed a pink slip
a pink slip
handed a pink slip
pink slip",pink slip,0.47612571716308594,1
